fold,species,strain,ground_truth,predicted_specy,correct,test_set_index,env_strategy,agg_strategy,k,extractor,collection
1,Penicillium tricolor,DTO 470-I9,Penicillium tricolor,Penicillium melanoconidium,0,0,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium tricolor,DTO 470-I9,Penicillium tricolor,Penicillium tricolor,1,1,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium tricolor,DTO 470-I9,Penicillium tricolor,tricolor,0,2,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium tricolor,DTO 470-I9,Penicillium tricolor,Penicillium tricolor,1,3,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium tricolor,DTO 470-I9,Penicillium tricolor,Penicillium polonicum,0,4,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium tricolor,DTO 470-I9,Penicillium tricolor,Penicillium tricolor,1,5,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium neoechinulatum,DTO 217-D9,Penicillium neoechinulatum,Penicillium neoechinulatum,1,0,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium neoechinulatum,DTO 217-D9,Penicillium neoechinulatum,Penicillium neoechinulatum,1,1,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium neoechinulatum,DTO 217-D9,Penicillium neoechinulatum,Penicillium neoechinulatum,1,2,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium neoechinulatum,DTO 217-D9,Penicillium neoechinulatum,Penicillium neoechinulatum,1,3,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium neoechinulatum,DTO 217-D9,Penicillium neoechinulatum,Penicillium neoechinulatum,1,4,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium neoechinulatum,DTO 217-D9,Penicillium neoechinulatum,Penicillium neoechinulatum,1,5,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium aurantiogriseum,DTO 469-I5,Penicillium aurantiogriseum,Penicillium aurantiogriseum,1,0,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium aurantiogriseum,DTO 469-I5,Penicillium aurantiogriseum,Penicillium aurantiogriseum,1,1,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium aurantiogriseum,DTO 469-I5,Penicillium aurantiogriseum,Penicillium aurantiogriseum,1,2,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium aurantiogriseum,DTO 469-I5,Penicillium aurantiogriseum,Penicillium aurantiogriseum,1,3,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium aurantiogriseum,DTO 469-I5,Penicillium aurantiogriseum,Penicillium aurantiogriseum,1,4,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
1,Penicillium aurantiogriseum,DTO 469-I5,Penicillium aurantiogriseum,Penicillium aurantiogriseum,1,5,E1,freq_strength,7,efficientnetb1,myco_fungi_features_full
0,Penicillium viridicatum,DTO 148-D3,Penicillium viridicatum,Penicillium aurantiogriseum,0,0,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium viridicatum,DTO 148-D3,Penicillium viridicatum,Penicillium polonicum,0,1,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium viridicatum,DTO 148-D3,Penicillium viridicatum,Penicillium aurantiogriseum,0,2,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium viridicatum,DTO 148-D3,Penicillium viridicatum,Penicillium polonicum,0,3,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium viridicatum,DTO 148-D3,Penicillium viridicatum,Penicillium aurantiogriseum,0,4,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium viridicatum,DTO 148-D3,Penicillium viridicatum,Penicillium polonicum,0,5,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium polonicum,DTO 148-C9,Penicillium polonicum,Penicillium polonicum,1,0,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium polonicum,DTO 148-C9,Penicillium polonicum,Penicillium polonicum,1,1,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium polonicum,DTO 148-C9,Penicillium polonicum,Penicillium polonicum,1,2,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium polonicum,DTO 148-C9,Penicillium polonicum,Penicillium aurantiogriseum,0,3,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium polonicum,DTO 148-C9,Penicillium polonicum,Penicillium polonicum,1,4,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium polonicum,DTO 148-C9,Penicillium polonicum,Penicillium freii,0,5,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium freii,DTO 162-C6,Penicillium freii,Penicillium freii,1,0,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium freii,DTO 162-C6,Penicillium freii,Penicillium freii,1,1,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium freii,DTO 162-C6,Penicillium freii,Penicillium neoechinulatum,0,2,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium freii,DTO 162-C6,Penicillium freii,Penicillium freii,1,3,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium freii,DTO 162-C6,Penicillium freii,Penicillium freii,1,4,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium freii,DTO 162-C6,Penicillium freii,Penicillium freii,1,5,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium cyclopium,DTO 148-C8,Penicillium cyclopium,Penicillium neoechinulatum,0,0,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium cyclopium,DTO 148-C8,Penicillium cyclopium,Penicillium neoechinulatum,0,1,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium cyclopium,DTO 148-C8,Penicillium cyclopium,Penicillium freii,0,2,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium cyclopium,DTO 148-C8,Penicillium cyclopium,Penicillium freii,0,3,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium cyclopium,DTO 148-C8,Penicillium cyclopium,Penicillium aurantiogriseum,0,4,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium cyclopium,DTO 148-C8,Penicillium cyclopium,Penicillium freii,0,5,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium melanoconidium,DTO 148-D2,Penicillium melanoconidium,Penicillium polonicum,0,0,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium melanoconidium,DTO 148-D2,Penicillium melanoconidium,Penicillium polonicum,0,1,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium melanoconidium,DTO 148-D2,Penicillium melanoconidium,Penicillium polonicum,0,2,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium melanoconidium,DTO 148-D2,Penicillium melanoconidium,Penicillium melanoconidium,1,3,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium melanoconidium,DTO 148-D2,Penicillium melanoconidium,Penicillium polonicum,0,4,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium melanoconidium,DTO 148-D2,Penicillium melanoconidium,Penicillium polonicum,0,5,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium tricolor,DTO 157-A4,Penicillium tricolor,Penicillium aurantiogriseum,0,0,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium tricolor,DTO 157-A4,Penicillium tricolor,Penicillium tricolor,1,1,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium tricolor,DTO 157-A4,Penicillium tricolor,Penicillium viridicatum,0,2,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium tricolor,DTO 157-A4,Penicillium tricolor,Penicillium tricolor,1,3,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium tricolor,DTO 157-A4,Penicillium tricolor,Penicillium tricolor,1,4,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium tricolor,DTO 157-A4,Penicillium tricolor,Penicillium tricolor,1,5,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium neoechinulatum,DTO 206-F5,Penicillium neoechinulatum,Penicillium neoechinulatum,1,0,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium neoechinulatum,DTO 206-F5,Penicillium neoechinulatum,Penicillium aurantiogriseum,0,1,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium neoechinulatum,DTO 206-F5,Penicillium neoechinulatum,Penicillium neoechinulatum,1,2,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium neoechinulatum,DTO 206-F5,Penicillium neoechinulatum,Penicillium freii,0,3,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium neoechinulatum,DTO 206-F5,Penicillium neoechinulatum,Penicillium melanoconidium,0,4,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium neoechinulatum,DTO 206-F5,Penicillium neoechinulatum,Penicillium viridicatum,0,5,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium aurantiogriseum,DTO 457-A6,Penicillium aurantiogriseum,Penicillium freii,0,0,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium aurantiogriseum,DTO 457-A6,Penicillium aurantiogriseum,Penicillium freii,0,1,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium aurantiogriseum,DTO 457-A6,Penicillium aurantiogriseum,Penicillium freii,0,2,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium aurantiogriseum,DTO 457-A6,Penicillium aurantiogriseum,Penicillium viridicatum,0,3,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium aurantiogriseum,DTO 457-A6,Penicillium aurantiogriseum,Penicillium freii,0,4,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium aurantiogriseum,DTO 457-A6,Penicillium aurantiogriseum,Penicillium polonicum,0,5,E1,weighted,7,efficientnetb1,myco_fungi_features_full
0,Penicillium viridicatum,DTO 148-D3,Penicillium viridicatum,Penicillium aurantiogriseum,0,0,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium viridicatum,DTO 148-D3,Penicillium viridicatum,Penicillium polonicum,0,1,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium viridicatum,DTO 148-D3,Penicillium viridicatum,Penicillium aurantiogriseum,0,2,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium viridicatum,DTO 148-D3,Penicillium viridicatum,Penicillium polonicum,0,3,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium viridicatum,DTO 148-D3,Penicillium viridicatum,Penicillium aurantiogriseum,0,4,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium viridicatum,DTO 148-D3,Penicillium viridicatum,Penicillium polonicum,0,5,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium polonicum,DTO 148-C9,Penicillium polonicum,Penicillium polonicum,1,0,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium polonicum,DTO 148-C9,Penicillium polonicum,Penicillium polonicum,1,1,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium polonicum,DTO 148-C9,Penicillium polonicum,Penicillium polonicum,1,2,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium polonicum,DTO 148-C9,Penicillium polonicum,Penicillium aurantiogriseum,0,3,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium polonicum,DTO 148-C9,Penicillium polonicum,Penicillium polonicum,1,4,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium polonicum,DTO 148-C9,Penicillium polonicum,Penicillium freii,0,5,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium freii,DTO 162-C6,Penicillium freii,Penicillium freii,1,0,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium freii,DTO 162-C6,Penicillium freii,Penicillium freii,1,1,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium freii,DTO 162-C6,Penicillium freii,Penicillium neoechinulatum,0,2,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium freii,DTO 162-C6,Penicillium freii,Penicillium freii,1,3,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium freii,DTO 162-C6,Penicillium freii,Penicillium freii,1,4,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium freii,DTO 162-C6,Penicillium freii,Penicillium freii,1,5,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium cyclopium,DTO 148-C8,Penicillium cyclopium,Penicillium neoechinulatum,0,0,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium cyclopium,DTO 148-C8,Penicillium cyclopium,Penicillium neoechinulatum,0,1,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium cyclopium,DTO 148-C8,Penicillium cyclopium,Penicillium freii,0,2,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium cyclopium,DTO 148-C8,Penicillium cyclopium,Penicillium freii,0,3,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium cyclopium,DTO 148-C8,Penicillium cyclopium,Penicillium aurantiogriseum,0,4,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium cyclopium,DTO 148-C8,Penicillium cyclopium,Penicillium freii,0,5,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium melanoconidium,DTO 148-D2,Penicillium melanoconidium,Penicillium polonicum,0,0,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium melanoconidium,DTO 148-D2,Penicillium melanoconidium,Penicillium polonicum,0,1,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium melanoconidium,DTO 148-D2,Penicillium melanoconidium,Penicillium polonicum,0,2,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium melanoconidium,DTO 148-D2,Penicillium melanoconidium,Penicillium melanoconidium,1,3,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium melanoconidium,DTO 148-D2,Penicillium melanoconidium,Penicillium polonicum,0,4,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium melanoconidium,DTO 148-D2,Penicillium melanoconidium,Penicillium polonicum,0,5,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium tricolor,DTO 157-A4,Penicillium tricolor,Penicillium aurantiogriseum,0,0,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium tricolor,DTO 157-A4,Penicillium tricolor,Penicillium tricolor,1,1,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium tricolor,DTO 157-A4,Penicillium tricolor,Penicillium viridicatum,0,2,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium tricolor,DTO 157-A4,Penicillium tricolor,Penicillium tricolor,1,3,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium tricolor,DTO 157-A4,Penicillium tricolor,Penicillium tricolor,1,4,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium tricolor,DTO 157-A4,Penicillium tricolor,Penicillium tricolor,1,5,E1,relative,7,efficientnetb1,myco_fungi_features_full
0,Penicillium neoechinulatum,DTO 206-F5,Penicillium neoechinulatum,Penicillium neoechinulatum,1,0,E1,relative,7,efficientnetb1,myco_fungi_features_full
